Source;Year;Title
SCOPUS;2005;Identifying contingency requirements using Obstacle Analysis
SCOPUS;2005;Tracing cross-cutting requirements via context-based constraints
SCOPUS;2005;Correlating features and code using a compact two-sided trace analysis approach
SCOPUS;2005;Requirements analysis and a design of computational environment for HSE (Human-Sensibility Ergonomics) simulator
SCOPUS;2005;A CORBA-based dynamic reconfigurable middleware
SCOPUS;2005;Frameworks for model-driven software architecture
SCOPUS;2005;Pervasive Computing: Third International Conference, PERVASIVE 2005, Proceedings
SCOPUS;2005;Support vector machines for quality monitoring in a plastic injection molding process
SCOPUS;2005;GMPLS operations and management: Today's challenges and solutions for tomorrow
SCOPUS;2005;The Eclipse 3.0 platform: Adopting OSGi technology
SCOPUS;2005;Interprovider IP-MPLS services: Requirements, implementations, and challenges
SCOPUS;2005;Early verification and validation of mission critical systems
SCOPUS;2005;Memory Requirements of Java Bytecode Verification on Limited Devices
SCOPUS;2005;Dynamic software assembly for automatic deployment-oriented adaptation
SCOPUS;2005;Process monitoring using bond graph approach
SCOPUS;2005;Guidance on design of Internet-based process control systems
SCOPUS;2004;Twelfth ACM SIGSOFT International Symposium on the Foundations of Software Engineering, SIGSOFT 2004/FSE-12
SCOPUS;2004;A propositional logic-based method for verification of feature models
SCOPUS;2004;Managing evolving requirements in an outsourcing context: An industrial experience report
SCOPUS;2004;Reconciling the system requirements process in changing business environments
SCOPUS;2004;COTS tenders and integration requirements
SCOPUS;2004;Designing quality architecture: Incorporating ISO standards into the unified process
SCOPUS;2004;Model-driven business process integration and management: A case study with the Bank SinoPac regional service platform
SCOPUS;2004;A debugging strategy based on the requirements of testing
SCOPUS;2004;Policy-based dynamic reconfiguration of mobile-code applications
SCOPUS;2004;Alerts in mobile healthcare applications: Requirements and pilot study
SCOPUS;2004;A method to develop feasible requirements for java mobile code application
SCOPUS;2003;Policy-based autonomic storage allocation
SCOPUS;2003;Architecting Adaptable Software Using COTS: An NFR Approach
SCOPUS;2003;Quality of interactive models
SCOPUS;2003;Knowledge Management in Electronic Government: 4th IFIP International Working Conference, KMGov 2003 Rhodes, Greece, May 26-28, 2003 Proceedings
SCOPUS;2003;Assessing Systems Adaptability to a Product Family
SCOPUS;2003;Interactive Grid Architecture for Application Service Providers
SCOPUS;2003;Object-oriented graceful evolution monitors
SCOPUS;2003;A method of formal requirement analysis for NPP I&C systems based on UML modeling with software cost reduction
SCOPUS;2003;Cyclone: A broadcast-free dynamic instruction scheduler with selective replay
SCOPUS;2002;Supporting objects in run-time bytecode specialization
SCOPUS;2002;Using indexed data structures for program specialization
SCOPUS;2002;20th AIAA International Communication Satellite Systems Conference and Exhibit, ICSSC 2002
SCOPUS;2002;Using reflection as a mechanism for enforcing security policies on compiled code
SCOPUS;2002;Using execution trace data to improve distributed systems
SCOPUS;2002;Fusing hard and soft computing for fault management in telecommunications systems
SCOPUS;2002;Supporting event based traceability through high-level recognition of change events
SCOPUS;2001;An architecture for re-engineering of client/server applications
SCOPUS;2001;The integration of virtual instruments into pipeline LPG network monitoring system
SCOPUS;2001;QoS-aware middleware for ubiquitous and heterogeneous environments
SCOPUS;2001;Evaluating meta-programming mechanisms for ORB middleware
SCOPUS;2001;2nd international workshop on living with inconsistency
SCOPUS;2001;EJVM: an economic Java run-time environment for embedded devices
SCOPUS;2001;Residual requirements and architectural residues
SCOPUS;2001;Extensibility via a meta-level architecture
SCOPUS;2001;Towards automatically configurable multimedia applications
SCOPUS;2001;Towards support for ad-hoc multimedia bindings
SCOPUS;2001;Constructing adaptive software in distributed systems
SCOPUS;2001;Requirements-based dynamic metrics in object-oriented systems
SCOPUS;2001;Object-oriented model of network performance monitoring system
SCOPUS;2000;Field analysis: Getting useful and low-cost interprocedural information
SCOPUS;2000;ABCD: Eliminating array bounds checks on demand
SCOPUS;2000;Unified compiler framework for control and data speculation
SCOPUS;2000;Changing class behaviors at run-time in MRP systems
SCOPUS;2000;Supporting and monitoring the creativity of IS personnel during the requirements engineering process
SCOPUS;2000;Providing quality of service monitoring: challenges and approaches
SCOPUS;1999;Integrative approach to requirements modeling
SCOPUS;1999;A virtual hardware handler for RTR systems
SCOPUS;1999;Dynamic precision management for loop computations on reconfigurable architectures
SCOPUS;1999;Managing requirements inconsistency with development goal monitors
SCOPUS;1999;A software reuse measure: Monitoring an enterprise-level model driven development process
SCOPUS;1999;Residual test coverage monitoring
SCOPUS;1998;Use case maps as architectural entities for complex systems
SCOPUS;1998;Proceedings of the 1998 International Conference on Software Engineering
SCOPUS;1998;Proceedings of the 1998 20th International Conference on Software Engineering
SCOPUS;1996;Managing multiple requirements perspectives with metamodels
SCOPUS;1996;Managing multiple requirements perspectives with metamodels
SCOPUS;1995;Requirements monitoring in distributed environments
SCOPUS;1994;Visualization of conceptual specifications
SCOPUS;1993;Proceedings of the 15th International Conference on Software Engineering
SCOPUS;1993;Proceedings of the 9th Conference on Artificial Intelligence for Applications
SCOPUS;1991;Space-based AFSCN augmentation system
Engineering Village;2011;Dealing with softgoals at runtime: A fuzzy logic approach
Engineering Village;2013;Runtime goal models: Keynote
Engineering Village;2010;2010 1st International Workshop on Requirements@Run.Time, RE@RunTime 2010
Engineering Village;2010;Run-time monitoring of system performance: A goal-oriented and system architecture simulation approach
Engineering Village;2009;Runtime monitoring of cross-cutting policy
Engineering Village;2010;Requirements reflection: Requirements as runtime entities
Engineering Village;2005;Run-time monitoring of requirements for systems composed of Web-services: Initial implementation and evaluation experience
Engineering Village;2011;Proceedings of the 2011 2nd International Workshop on Requirements@Run. Time, RE@RunTime 2011
Engineering Village;2012;Run-time model evaluation for requirements model-driven self-adaptation
Engineering Village;2013;Intention-oriented modelling support for GORE in elastic cloud applications
Engineering Village;2007;"A unified requirements model, integrating features, use cases, requirements, requirements analysis and hazard analysis"
Engineering Village;2011;Goal-driven adaptation of service-based systems from runtime monitoring data
Engineering Village;2012;Goal models as run-time entities in context-aware systems
Engineering Village;2011;Run-time resolution of uncertainty
Engineering Village;2007;Runtime verification and monitoring of embedded systems
Engineering Village;2013;Supporting decision-making for self-adaptive systems: From goal models to dynamic decision networks
Engineering Village;2011;Adaptive service composition based on runtime requirements monitoring
Engineering Village;2009;Operational semantics of goal models in adaptive agents
Engineering Village;2008;Secure workflow development from early requirements analysis
Engineering Village;2010;Continuous adaptive requirements engineering: An architecture for self-adaptive service-based applications
Engineering Village;2012;Stateful requirements monitoring for self-repairing socio-technical systems
Engineering Village;2008;Refining goal models by evaluating system behaviour
Engineering Village;2011;Automatic derivation of utility functions for monitoring software requirements
Engineering Village;2011;Reasoning about adaptive requirements for self-adaptive systems at runtime
Engineering Village;2009;Specifying and monitoring interactions and commitments in open business processes
Engineering Village;2009;Requirements evolution and what (research) to do about it
Engineering Village;2000;Supporting and monitoring the creativity of IS personnel during the requirements engineering process
Engineering Village;2000;Supporting and monitoring the creativity of IS personnel during the requirements engineering process
Engineering Village;2012;A foundation for requirements analysis of privacy preserving software
Engineering Village;2008;Project quality of off-shore virtual teams engaged in software requirements analysis: An exploratory comparative study
Engineering Village;2010;Developing business process monitoring strategy in a supply chain using information requirements analysis
Engineering Village;2014;Taking goal models downstream: A systematic roadmap
Engineering Village;2002;Supporting objects in run-time bytecode specialization
Engineering Village;2012;Proceedings of the 7th Workshop on Models@run.time, MRT 2012 - Being Part of the ACM/IEEE 15th International Conference on Model Driven Engineering Languages and Systems, MODELS 2012
Engineering Village;2012;Requirements-driven adaptive security: Protecting variable assets at runtime
Engineering Village;2011;Runtime models for automatic reorganization of multi-robot systems
Engineering Village;2011;Towards adaptive systems through requirements@runtime?
Engineering Village;2006;FPGA implementation of dynamic run-time behavior reconfiguration in robots
Engineering Village;2014;Semiautomatic security requirements engineering and evolution using decision documentation, heuristics, and user monitoring
Engineering Village;2009;Proceedings of the 2009 ICSE Workshop on Aspect-Oriented Requirements Engineering and Architecture Design, EA 2009
Engineering Village;2009;Reasoning on non-functional requirements for integrated services
Engineering Village;2005;Monitoring and control in scenario-based requirements analysis
Engineering Village;2012;The research of software requirements analysis of core needs
Engineering Village;2011;Aspect-oriented requirements engineering for advanced separation of concerns: A review
Engineering Village;2001;EJVM: an economic Java run-time environment for embedded devices
Engineering Village;2007;Investigating an 'agile-rigid' approach in globally distributed requirements analysis
Engineering Village;2014;A Requirements Monitoring Infrastructure for Very-Large-Scale Software Systems
Engineering Village;2008;A Framework for Requirements Engineering Process Development (FRERE)
Engineering Village;2011;Intentional models based on measurement theory
Engineering Village;2008;Automated mapping from goal models to self-adaptive systems
Engineering Village;1993;Risk-based requirements analysis: A holistic approach to aerospace system condition monitoring
Engineering Village;2012;Relaxing claims: Coping with uncertainty while evaluating assumptions at run time
Engineering Village;2007;Towards security monitoring patterns
Engineering Village;2011;A Runtime evaluation methodology and framework for autonomic systems
Engineering Village;2013;Intention-oriented programming support for runtime adaptive autonomic cloud-based applications
Engineering Village;2012;Optimizing monitoring requirements in self-adaptive systems
Engineering Village;2009;Requirements engineering based on business process models: A case study
Engineering Village;2009;RUP-based process model for security requirements engineering in value-added service development
Engineering Village;2008;A Requirements engineering process model for distributed software development lessons learned
Engineering Village;2014;Software evaluation via users' feedback at runtime
Engineering Village;2011;Enforcing safety requirements for industrial automation systems at runtime position paper
Engineering Village;2014;2014 IEEE 1st International Workshop on Evolving Security and Privacy Requirements Engineering, ESPRE 2014 - Proceedings
Engineering Village;2013;Data requirements analysis based on China's agricultural monitoring and early-warning
Engineering Village;2013;End-to-end formal specification, validation, and verification process: A case study of space flight software
Engineering Village;2010;Foreword: First workshop requirements@run.time
Engineering Village;2010;Requirements analysis for a traceability system for management wood supply chain on Amazon forest
Engineering Village;2010;Tarmac delay surveillance and mitigation system: Requirements analysis for nextgen
Engineering Village;2014;A framework for the operationalization of monitoring in business intelligence requirements engineering
Engineering Village;2011;Foreword: 2nd workshop requirements@run.time
Engineering Village;2005;Monitoring with behavior view diagrams for debugging
Engineering Village;2012;Applying SOFL to construct requirements specification for examination monitoring system
Engineering Village;2013;Autonomy requirements engineering
Engineering Village;2010;Requirements engineering for adaptive Service Based Applications
Engineering Village;2009;Managing legal texts in requirements engineering
Engineering Village;2007;Addressing legal requirements in requirements engineering
Engineering Village;2000;Changing class behaviors at run-time in MRP systems
Engineering Village;2005;Monitoring and control in requirements analysis
Engineering Village;2013;Requirements models for design- and runtime: A position paper
Engineering Village;2008;Requirements engineering for software in emerging markets
Engineering Village;2011;Requirements engineering for self-adaptive systems: Core ontology and problem statement
Engineering Village;2005;Clinical requirements engineering
Engineering Village;2005;Clinical requirements engineering
Engineering Village;2011;Monitoring fuzzy temporal requirements for service compositions: Motivations, challenges and experimental results
Engineering Village;2011;On the move to business-driven alignment of service monitoring requirements
Engineering Village;2005;Compile-time stack requirements analysis with GCC motivation, development, and experiments results
Engineering Village;2010;A goal-based framework for contextual requirements modeling and analysis
Engineering Village;2007;Applying requirements monitoring for autonomic computing in a combat management system
Engineering Village;2004;Strategies for handling the activity problem in runtime software evolution by reducing activity
Engineering Village;2008;Compliance of semantic constraints - A requirements analysis for process management systems
Engineering Village;2009;Specifying requirements for real-time systems
Engineering Village;2011;A practical formal approach for requirements validation and verification of dependable systems
Engineering Village;2009;Monitoring and diagnosing software requirements
Engineering Village;2014;Feedback-aware requirements documents for smart devices
Engineering Village;2004;Twelfth ACM SIGSOFT International Symposium on the Foundations of Software Engineering, SIGSOFT 2004/FSE-12
Engineering Village;2010;Live goals for adaptive service compositions
Engineering Village;2011;Security requirements analysis, specification, prioritization and policy development in cyber-physical systems
Engineering Village;2007;Runtime service discovery and reconfiguration using OWL-S based semantic web service
Engineering Village;2014;The observer-based technique for requirements validation in embedded real-time systems
Engineering Village;2010;A metamodel for aspect-oriented analysis approach
Engineering Village;2009;Software self-reconfiguration: A BDI-based approach
Engineering Village;2009;The explore of the law role in software requirements engineering
Engineering Village;1995;GPS ground antenna & monitor station upgrades: software requirements analysis
Engineering Village;2009;A goal-based modeling approach to develop requirements of an adaptive system with environmental uncertainty
Engineering Village;2007;Monitoring requirements evolution using views
Engineering Village;2007;Visualizing the analysis of dynamically adaptive systems using i* and DSLs
Engineering Village;2010;A method to acquire compliance monitors from regulations
Engineering Village;2009;Self-repair through reconfiguration: A requirements engineering approach
Engineering Village;2007;An automated approach to monitoring and diagnosing requirements
Engineering Village;2008;A human-machine dimensional inference ontology that weaves human intentions and requirements of context awareness systems
Engineering Village;1994;Managing approach plate information study (MAPLIST): An information requirements analysis for approach chart use
Engineering Village;2000;Requirements engineering and management: The key to designing quality complex systems
Engineering Village;2006;Efficient trace monitoring
Engineering Village;2011;Are your sites down? Requirements-driven self-tuning for the survivability of web systems
Engineering Village;2011;Towards self-managed systems aware of economic value
Engineering Village;2014;Semantic requirements analysis for the Integrated Earth Observation Sensor Web for the digital earth
Engineering Village;1999;Integrative approach to requirements modeling
Engineering Village;2005;Requirements analysis and a design of computational environment for HSE (Human-Sensibility Ergonomics) simulator
Engineering Village;2006;Comparing requirements analysis methods for developing reusable component libraries
Engineering Village;2012;Self-tuning of software systems through dynamic quality tradeoff and value-based feedback control loop
Engineering Village;2008;Multi-level system integration based on autosar
Engineering Village;2006;Proceedings 2006 Australian Software Engineering Conference
Engineering Village;2007;Dynamic requirements specification for adaptable and open service systems
Engineering Village;2012;Assessing vehicle health management requirements for unmanned air systems
Engineering Village;2001;The integration of virtual instruments into pipeline LPG network monitoring system
Engineering Village;2009;Monitoring and diagnosing malicious attacks with autonomic software
Engineering Village;2007;Business process monitoring and alignment: An approach based on the user requirements notation and business intelligence tools
Engineering Village;2001;Object-oriented model of network performance monitoring system
Engineering Village;2012;Requirements monitoring for adaptive service-based applications
Engineering Village;1995;Requirements monitoring in distributed environments
Engineering Village;2013;Research on intelligent monitoring system of Fangcheng Port's bulk cargo ship unloader
Engineering Village;2012;Monitoring strategic goals in data warehouses with awareness requirements
Engineering Village;2011;Monitoring service systems from a language-action perspective
Engineering Village;2008;Goal support towards business processes modelling
Engineering Village;2013;Requirements and architectures for adaptive systems
Engineering Village;2010;Self-tuning of software systems through goal-based feedback loop control
Engineering Village;2012;Process warehouses in practice: A goal-driven method for business process analysis
Engineering Village;2009;OSAMI-D: An open service platform for healthcare monitoring applications
Engineering Village;2000;Providing quality of service monitoring: challenges and approaches
Engineering Village;2007;Using stakeholder-driven process performance measurement for monitoring the performance of a Scrum-based software development process
Engineering Village;1999;Residual test coverage monitoring
Engineering Village;2008;Towards goal-driven self optimisation of service based applications
Engineering Village;2014;Uncertainty handling in goal-driven self-optimization - Limiting the negative effect on adaptation
Engineering Village;2012;Monitoring value webs
Engineering Village;2013;Development of a test bed for monitoring & control software of a ground station & its analysis by application of standard software metrics
Engineering Village;2008;Design of a novel intelligent data management tool for health and usage monitoring systems - Software requirements
Engineering Village;2011;"Smart work workbench, Integrated tool for IT services planning, management, execution and evaluation"
Engineering Village;2005;Process monitoring using bond graph approach
Engineering Village;2010;Wireless Sensor Networks for Structural Health Monitoring: Considerations for communication protocol design
Engineering Village;2006;The application of B-bpline neurofuzzy networks for condition monitoring of metal cutting tool
Engineering Village;2011;Study of goal-oriented migrating workflow system based on mobile computing paradigm
Engineering Village;2005;A PES for use in highly safety-critical control
Engineering Village;2010;Fuzzy goals for requirements-driven adaptation
Engineering Village;2006;Fault monitoring and detection of distributed services over local and wide area networks
Engineering Village;2014;The requirements problem for adaptive systems
Engineering Village;2005;Early verification and validation of mission critical systems
Engineering Village;2010;RELAX: A language to address uncertainty in self-adaptive systems requirement
Engineering Village;1999;A virtual hardware handler for RTR systems
Engineering Village;2000;Field analysis: Getting useful and low-cost interprocedural information
Engineering Village;2001;Extensibility via a meta-level architecture
Engineering Village;2012;Approaches for mastering change
Engineering Village;2011;Compliance management with measurement frameworks
Engineering Village;2009;RELAX: Incorporating uncertainty into the specification of self-adaptive systems
Engineering Village;2014;Robotics and artificial intelligence: A perspective on deliberation functions
Engineering Village;2009;From requirements to embedded software - Formalising the key steps
Engineering Village;2010;Design boundary objects - Development guidelines for financial data warehouse projects
Engineering Village;2008;When to adapt? Identification of problem domains for adaptive systems
Engineering Village;2015;The e-mobility case study
Engineering Village;2013;Support for intention driven cloud government entitlement services
Engineering Village;2002;Using indexed data structures for program specialization
Engineering Village;2012;Analysing monitoring and switching problems for adaptive systems
Engineering Village;2012;Intention-oriented modelling support for socio-technical driven elastic cloud applications
Engineering Village;2003;Cyclone: A broadcast-free dynamic instruction scheduler with selective replay
Engineering Village;2012;Mitigating the obsolescence of quality specifications models in service-based systems
Engineering Village;2001;Integrating policy-based management and SLA performance monitoring
Engineering Village;2007;Specifying monitoring and switching problems in context
Engineering Village;2012;Proceedings - 2012 8th International Conference on the Quality of Information and Communications Technology, QUATIC 2012
Engineering Village;2002;Using execution trace data to improve distributed systems
Engineering Village;2012;Towards a goal-driven approach to action selection in self-adaptive software
Engineering Village;2011;Modelling adaptability and variability in requirements
Engineering Village;2013;Computing' requirements in open source software projects
Engineering Village;1999;Transarctic acoustic propagation experiment and climate monitoring in the Arctic
Engineering Village;2012;Problem frames analysis over sysML model for critical goods transportation monitoring system
Engineering Village;2006;Dynamic weaving of security aspects in service composition
Engineering Village;2012;A requirements-based approach for the design of adaptive systems
Engineering Village;2008;Putting business into business process models
Engineering Village;2007;Integrated perimeter security system
Engineering Village;2004;Managing evolving requirements in an outsourcing context: An industrial experience report
Engineering Village;2001;Requirements specification for health monitoring systems capable of resolving flight control system faults
Engineering Village;2004;Improved Planar Amperometric Nitric Oxide Sensor Based on Platinized Platinum Anode. 1. Experimental Results and Theory When Applied for Monitoring NO Release from Diazeniumdiolate-Doped Polymeric Films
Engineering Village;2012;A novel approach to design a scalable air quality monitoring system
Engineering Village;2011;An integrated approach to benefits realisation of railway condition monitoring innovations
Engineering Village;1999;Software reuse measure: Monitoring an enterprise-level model driven development process
Engineering Village;2006;A five-step method for value-based planning and monitoring of systems engineering projects
Engineering Village;2011;A BDI agent programming language with failure handling, declarative goals, and planning
Engineering Village;1990;Design of sampling networks for water table monitoring
Engineering Village;2011;Requirements evolution: From assumptions to reality
Engineering Village;2012;Construction and implementation of surveillance system for software engineering oriented training
Engineering Village;2014;6th Workshop on Software Engineering for Resilient Systems, SERENE 2014
Engineering Village;2004;Goal and scenario driven product line development
Engineering Village;2004;A method to develop feasible requirements for java mobile code application
Engineering Village;2005;The Eclipse 3.0 platform: Adopting OSGi technology
Engineering Village;2007;From a goal-oriented methodology to a BDI agent language: The case of Tropos and alan
Engineering Village;2003;Architecting Adaptable Software Using COTS: An NFR Approach
Engineering Village;2012;Requirements-driven qualitative adaptation
Engineering Village;2008;Requirements capture with RCAT
Engineering Village;2013;From GMoDS models to object-oriented specifications in Event-B
Engineering Village;2001;An architecture for re-engineering of client/server applications
Engineering Village;2008;A reflective framework for fine-grained adaptation of aspect-oriented compositions
Engineering Village;2012;Scenario-driven development of context-aware adaptive web services
Engineering Village;2005;Support vector machines for quality monitoring in a plastic injection molding process
Engineering Village;2001;QoS-aware middleware for ubiquitous and heterogeneous environments
Engineering Village;2013;Monitoring system-of-systems requirements in multi product lines
Engineering Village;1998;Proceedings of the 1998 International Conference on Software Engineering
Engineering Village;2007;A framework for supporting dynamic systems co-evolution
Engineering Village;2011;Development of the adaptable, GIS-based, multi-threat detection system
Engineering Village;2006;Requirements-driven design of autonomic application software
Engineering Village;2007;Monitoring group behavior in goal-directed agents using Co-efficient plan observation
Engineering Village;1993;Communications service requirements for distributed monitoring applications
Engineering Village;2011;Software requirements change taxonomy: Evaluation by case study
Engineering Village;2009;Designs can talk: A case of feedback for design evolution in assistive technology
Engineering Village;2001;Residual requirements and architectural residues
Engineering Village;2010;Requirements-aware systems: A research agenda for RE for self-adaptive systems
Engineering Village;2015;Requirements-driven self-optimization of composite services using feedback control
Engineering Village;2013;Studying system analysis for knowledge reasoning component-based
Engineering Village;2014;Improving business value assurance in large-scale IT projects - A quantitative method based on founded requirements assessment
Engineering Village;2009;On technology convergence and platforms: Requirements challenges from new technologies and system architectures
Engineering Village;2006;Elevating interaction requirements for web service composition
Engineering Village;2012;Design and implementation of an identification system in construction site safety for proactive accident prevention
Engineering Village;2010;Software architecture for the ECU of automated manual transmission
Engineering Village;2007;Pedestrian navigation systems: A case study of deep personalization
Engineering Village;2007;Modelling QoS for wireless sensor networks
Engineering Village;2010;SIGAda 2010 - Proceedings of the 2010 ACM International Conference on Ada and Related Technologies
Engineering Village;2005;The MAIS approach to web service design
Engineering Village;2011;Satisfying user needs at the right time and in the right place: A research preview
Engineering Village;2006;Monitoring requirements coverage using reconstructed views: An industrial case study
Engineering Village;2009;Future space system support to U.S. military operations in an ice-free arctic: Broadband satellite communications considerations
Engineering Village;2012;Privacy arguments: Analysing selective disclosure requirements for mobile applications
Engineering Village;2009;Mapping semantically enriched Formal Tropos to business process models
Engineering Village;2014;Flexibility requirements in real-world process scenarios and prototypical realization in the care domain
Engineering Village;2014;Flexibility requirements in real-world process scenarios and prototypical realization in the care domain
Engineering Village;2007;The business process knowledge framework
Engineering Village;2014;Taking care of elderly people with chronic conditions using ambient assisted living technology: The ADVENT perspective
Engineering Village;2009;Process model for e-Business standards development: A case of ebXML standards
Engineering Village;2009;Situ: A situation-theoretic approach to context-aware service evolution
Engineering Village;2003;Knowledge Management in Electronic Government: 4th IFIP International Working Conference, KMGov 2003 Rhodes, Greece, May 26-28, 2003 Proceedings
Engineering Village;2012;Service-driven migrating of enterprise information systems: A case study
Engineering Village;2010;An agent-based system to support assurance of security requirements
Engineering Village;2005;Towards a Universal Access code of practice in health telematics
Engineering Village;2002;Development of modern electronic control systems for power distribution
Engineering Village;1996;Managing multiple requirements perspectives with metamodels
Engineering Village;2006;Meeting business objectives through adaptive information and communications technology
Engineering Village;2006;An agent based synchronization scheme for multimedia applications
Engineering Village;2005;Business processes management based on stratified grid
Engineering Village;1999;Dynamic precision management for loop computations on reconfigurable architectures
Engineering Village;2004;A debugging strategy based on the requirements of testing
Engineering Village;2007;Path-based error propagation analysis in composition of software services
Engineering Village;2007;A job pause service under LAM/MPI+BLCR for transparent fault tolerance
Engineering Village;2012;Experience with a tracing model for a Positive Train Control system of systems
Engineering Village;2012;Uncertainty modeling of self-adaptive software requirement
Engineering Village;2009;Performance models to predict the productivity of projects: A practical application
Engineering Village;2006;DEEPS: Deterministic energy-efficient protocol for sensor networks
Engineering Village;2012;A framework for service-based business process collaboration
Engineering Village;2013;Context-sensitive traceability controlling
Engineering Village;2012;Preliminary requirements for a Fluoride Salt-Cooled High-Temperature Test Reactor (FHTR)
Engineering Village;2011;"Development of agent-driven systems: From i* architectural models to intentional agents' code"
Engineering Village;2005;Integrated, scalable safety-instrumented system
Engineering Village;2006;Selective code/data migration for reducing communication energy in embedded MpSoC architectures
Engineering Village;2001;Towards automatically configurable multimedia applications
Engineering Village;2010;Interaction-driven self-adaptation of service ensembles
Engineering Village;2005;Performance and availability analysis of a simple local airport position domain monitor for WAAS
Engineering Village;2007;A policy language for distributed usage control
Engineering Village;2007;Setting and evaluation of flexible points on software user interface
Engineering Village;2007;Enhancing residential gateways: OSGi service composition
Engineering Village;2005;A CORBA-based dynamic reconfigurable middleware
Engineering Village;2005;A project based master's programme for SoF/SoC based sensor systems
Engineering Village;2005;Making automatic passenger counts mainstream accuracy, balancing algorithms, and data structures
Engineering Village;2007;A classification-based approach to policy refinement
Engineering Village;2007;Physical configuration on-line visualization of Xilinx Virtex-II FPGAs
Engineering Village;2007;Preemption threshold scheduling: Stack optimality, enhancements and analysis
Engineering Village;2005;Post-qualification of old radioactive waste - Concrete suggestions for implementation
Engineering Village;2006;Extended web services framework to meet non-functional requirements
Engineering Village;2012;Market-aware requirements
Engineering Village;2004;COTS tenders and integration requirements
Engineering Village;2006;Commercial-off-the-shelf workflow package as a platform for mission planning data integration
Engineering Village;2006;Materials and structures for the european future launcher preparatory programme
Engineering Village;2013;Business process configuration with NFRs and context-awareness
Engineering Village;2000;ABCD: Eliminating array bounds checks on demand
Engineering Village;2013;Harnessing evolutionary computation to enable dynamically adaptive systems to manage uncertainty
Engineering Village;2013;Active and adaptive services resource provisioning with personalized customization
Engineering Village;2007;Smart distribution of bio-signal processing tasks in M-health
Engineering Village;2007;Secure service orchestration
Engineering Village;2007;Informed evolution
Engineering Village;2005;Efficient response time predictions by exploiting application and resource state similarities
Engineering Village;2006;Comparative evaluation of dependability characteristics for peer-to-peer architectural styles by simulation
Engineering Village;2001;Towards support for ad-hoc multimedia bindings
Engineering Village;2006;Procedure model for the analysis and design of reporting systems- A case study in conceptual modelling
Engineering Village;2007;Adaptive agent model: An agent interaction and computation model
Engineering Village;2006;Proceedings - SBAC-PAD 2006 18TH International Symposium on Computer Architecture and High Performance Computing
Engineering Village;2006;Policy-driven model for autonomic management of Web services using mas
Engineering Village;2007;Implicit phasing for R6RS libraries
Engineering Village;2009;An interface language of value-added service creation based on capability-injection
Engineering Village;2000;Unified compiler framework for control and data speculation
Engineering Village;2010;Model-based platform-specific co-design methodology for dynamically partially reconfigurable systems with hardware virtualization and preemption
Engineering Village;2009;Are your lights off? Using problem frames to diagnose system failures
Engineering Village;2010;Round tripping in component based software development
Engineering Village;2008;Development of context-aware systems to support human-human communication and collaboration
Engineering Village;2005;Component-based system development
Engineering Village;2006;Evolutionary method engineering: Towards a method for the analysis and conception of management information systems
Engineering Village;2014;Requirements-driven social adaptation: Expert survey
Engineering Village;2013;Requirements-driven software evolution
Engineering Village;2008;Building contingencies into specifications
Engineering Village;2014;Instantaneous Angular Speed (IAS) processing and related angular applications
Engineering Village;2012;(Requirement) evolution requirements for adaptive systems
Engineering Village;2011;Social sensing: When users become monitors
Engineering Village;2005;Artificial esophagus with peristaltic movement
Engineering Village;2004;Ultrasonography in follow-up of soft tissue augmentation of the face with synthetic materials: A pilot study
Engineering Village;2005;Reducing the risks of high pressure pumping
Engineering Village;2008;Popular misconceptions
Engineering Village;2014;Dealing with multiple failures in zanshin: A control-theoretic approach
Engineering Village;2011;Social software product lines
Engineering Village;2007;Transitioning to the community: Bridging gaps in patient care
Engineering Village;2005;Dynamic software assembly for automatic deployment-oriented adaptation
Engineering Village;2001;Constructing adaptive software in distributed systems
Engineering Village;2009;Activity-driven design approach to the novel control room environments
Engineering Village;2011;Metabolic algorithm for software requirement engineering
Engineering Village;2004;Reconciling the system requirements process in changing business environments
Engineering Village;2009;On software requirement metrics based on six-sigma
Engineering Village;2013;Satisficing-based approach to resolve feature interactions in control systems
Engineering Village;2006;ANIS: A negotiated integration of services in distributed environments
Engineering Village;2004;Policy-based dynamic reconfiguration of mobile-code applications
Engineering Village;2009;Requirements tracing to support change in dynamically adaptive systems
Engineering Village;2005;Memory Requirements of Java Bytecode Verification on Limited Devices
Engineering Village;2009;Do you smell rotten eggs?' Evaluating interactions with mobile agents in crisis response situations
Engineering Village;2009;Do you smell rotten eggs?' Evaluating interactions with mobile agents in crisis response situations
Engineering Village;2002;Missing White House E-mail: A whistleblowing case study
Engineering Village;2007;A factory to design and buid tailorable and verifiable middleware
Engineering Village;2006;Improving exception handling by discovering change dependencies in adaptive process management systems
Engineering Village;2006;An integrated approach to the development of an intelligent prognostic health management system
Engineering Village;2007;Architectural adaptation addressing the criteria of multiple quality attributes in mission-critical systems
Engineering Village;2007;An approach to automated agent deployment in service-based systems
Engineering Village;2006;A comparison of nearest neighbor search algorithms for generic object recognition
Engineering Village;2005;Correlating features and code using a compact two-sided trace analysis approach
Engineering Village;2007;The role of roles in supporting reconfigurability and fault localizations for open distributed and embedded systems
Engineering Village;2007;Towards variability design as decision boundary placement
Engineering Village;2006;Generic architecture and mechanisms for protocol reconfiguration
Engineering Village;2007;The interface of VISTO, a new vector image search tool
Engineering Village;2005;Tracing cross-cutting requirements via context-based constraints
