Source;Year;Title;Keywords;Abstract
IEEE;2002;eModel: addressing the need for a flexible modeling framework in autonomic computing;;The paper describes a novel, flexible framework, eModel, designed to address the runtime requirements of autonomic computing: on-line workload measurement, analysis, and prediction. The eModel architecture has been developed using platform independent technology (XML and Java) to allow for maximum portability while also allowing for ease-of-integration with existing measurement and system management tools. The eModel toolkit consists of a GUI based model builder tool, a data base deployment tool, a runtime tool, and an analysis tool. In addition to the toolkit, the eModel design provides a runtime architecture which can be deployed directly without using any interaction with the GUI. The architecture is flexible enough to allow for incorporation with models of various complexity, including modeling techniques that require a hierarchical approach to attain reasonable accuracy based upon on-line, measured data. We present examples that illustrate eModel as a capacity planning tool as well as an augmentation to autonomic system management in an effort to highlight the technological gaps that the eModel framework is capable of bridging.
IEEE;2001;Residual requirements and architectural residues;;Monitoring running systems is a useful technique available to requirements engineers, to ensure that systems meet their requirements and in some cases to ensure that they obey the assumptions under which they were created. This report studies relationships between the original requirements and the monitoring infrastructure. It postulates that the monitored requirements are in fact just compilations of original requirements, called residual requirements. Dynamic architectural models have become important tools for expressing requirements on modem distributed systems. Monitoring residual requirements will be seen to involve architectural residues, skeletal run-time images of the original logical architecture. An example sales support system is used to illustrate the issues involved, employing modest extensions to the Acme architecture description language to reason about architectural dynamism
IEEE;2011;Are your sites down? Requirements-driven self-tuning for the survivability of Web systems;earned business value,,goal-oriented reasoning,,self-tuning,,survivability assurance;Running in a highly uncertain and greatly complex environment, Web systems cannot always provide full set of services with optimal quality, especially when work loads are high or subsystem failures are frequent. Hence, it is significant to continuously maintain a high satisfaction level of survivability, hereafter survivability assurance, while relaxing or sacrificing certain quality or functional requirements that are not crucial to the survival of the entire system. After giving a value-based interpretation to survivability assurance to facilitate a quantitative analysis, we propose a requirements-driven self-tuning method for the survivability assurance of Web systems. Maintaining an enriched and live goal model, our method adapts to runtime tradeoff decisions made by our PID (proportional-integral-derivative) controller and goal-oriented reasoner for both quality and functional requirements. The goal-based configuration plans produced by the reasoner is carried out on the live goal model, and then mapped into system architectural configurations. Experiments on an online shopping system are conducted to validate the effectiveness of the proposed method.
IEEE;2007;Aspectizing a Web Server for Adaptation;;Web servers are exposed to extremely changing runtime requirements. Going offline to adjust policies and configuration parameters in order to cope with such requirements is not an available choice for long running Web servers. Many of the policies that need to be adapted are crosscutting in nature. Aspect-oriented programming (AOP) provides mechanisms to encapsulate the crosscutting policies as aspects. This paper describes the integration of a statically configurable Web server with our dynamic aspect weaving infrastructure. This integration transformed the server to a dynamically adaptable one that could adjust its policies and configuration parameters at runtime according to the changing requirements. This paper further provides a comprehensive analysis of the memory and runtime costs associated with this transformation, and explains how our dynamic aspect weaving infrastructure via its tailored support facilitates to minimise these costs.
IEEE;2009;RELAX: Incorporating Uncertainty into the Specification of Self-Adaptive Systems;requirements,,self-adaptation,,uncertainty;Self-adaptive systems have the capability to autonomously modify their behaviour at run-time in response to changes in their environment. Self-adaptation is particularly necessary for applications that must run continuously, even under adverse conditions and changing requirements,, sample domains include automotive systems, telecommunications, and environmental monitoring systems. While a few techniques have been developed to support the monitoring and analysis of requirements for adaptive systems, limited attention has been paid to the actual creation and specification of requirements of self-adaptive systems. As a result, self-adaptivity is often constructed in an ad-hoc manner. In this paper, we argue that a more rigorous treatment of requirements explicitly relating to self-adaptivity is needed and that, in particular, requirements languages for self-adaptive systems should include explicit constructs for specifying and dealing with the uncertainty inherent in self-adaptive systems. We present RELAX, a new requirements language for self-adaptive systems and illustrate it using examples from the smart home domain.
IEEE;2008;PEM fuel cells versus diesel generators — which solution to pick?;;Hurricane Katrina and the pursuant ruling by the FCC has caused many Telecom operators to review and find solutions to provide extended runtime in critical areas of their network. In the past, lead acid batteries have dominated the backup power market for these sites and the power grid quality was considered robust. Katrina forced operators to look past this and it revealed that lead acid batteries typically only provide up to eight hours of backup for a site. For those sites where operators require extended runtime, a diesel generator was typically the only option. This paper will provide an overview of not only the diesel solution but also for a new solution that utilizes a proton exchange membrane fuel cell (PEMFC) and premium lead acid batteries to provide extended runtime at the site using a 5 kW base station plant, we will examine the architecture and design solutions that will give operators well over 48 hours of backup and in some cases over 160 hours. The PEMFC solution can utilize advanced lead acid front terminal batteries to ease maintenance as well as a robust and cost effective PEMFC engine. Critical areas for the mainstream success of fuel cells include total solution costs, reliability, fuel supply, maintenance and hydrogen storage. The comparative diesel will be the embedded 30 kW solution that is normally found in sites throughout these applications. Issues associated with generator operation include noise, emissions, permitting, fuel supply and maintenance costs will all be examined. The goal will be to show a total cost of ownership for both solutions and educate operators about new approaches for their extended runtime requirements.
IEEE;2012;Privacy arguments: Analysing selective disclosure requirements for mobile applications;mobile applications,,privacy arguments,,privacy requirements;Privacy requirements for mobile applications offer a distinct set of challenges for requirements engineering. First, they are highly dynamic, changing over time and locations, and across the different roles of agents involved and the kinds of information that may be disclosed. Second, although some general privacy requirements can be elicited a priori, users often refine them at runtime as they interact with the system and its environment. Selectively disclosing information to appropriate agents is therefore a key privacy management challenge, requiring carefully formulated privacy requirements amenable to systematic reasoning. In this paper, we introduce privacy arguments as a means of analysing privacy requirements in general and selective disclosure requirements (that are both content- and context-sensitive) in particular. Privacy arguments allow individual users to express personal preferences, which are then used to reason about privacy for each user under different contexts. At runtime, these arguments provide a way to reason about requirements satisfaction and diagnosis. Our proposed approach is demonstrated and evaluated using the privacy requirements of BuddyTracker, a mobile application we developed as part of our overall research programme.
IEEE;2012;Towards Dynamic Evolution of Self-Adaptive Systems Based on Dynamic Updating of Control Loops;control loops,,design,,dynamic evolution,,goal-oriented requirements modeling,,programming framework,,self-adaptation;Self-adaptive systems, which enable runtime adaptation, are promising ways of dealing with environmental changes, including system intrusions or faults. Such software systems must modify themselves to better fit their environment. One of the main approaches to constructing such systems is to introduce multiple control loops. Software evolution is an essential activity for expanding this adaptation capability, and dynamic evolution has been envisaged as a way of systems adapting themselves at runtime. In this paper, we establish a development process to deal with dynamic evolution. We devise a goal model compiler to generate models for designing dynamic evolutions and a programming framework that supports dynamic deployment of control loops. We experimentally applied our approach to a system and discuss how our compiler and framework support dynamic evolution of self-adaptive systems.
IEEE;2010;Fuzzy Goals for Requirements-Driven Adaptation;Fuzzy Goals,,Goals,,KAOS,,Self-Adaptation;Self-adaptation is imposing as a key characteristic of many modern software systems to tackle their complexity and cope with the many environments in which they can operate. Self-adaptation is a requirement per-se, but it also impacts the other (conventional) requirements of the system,, all these new and old requirements must be elicited and represented in a coherent and homogenous way. This paper presents FLAGS, an innovative goal model that generalizes the KAOS model, adds adaptive goals to embed adaptation countermeasures, and fosters self-adaptation by considering requirements as live, runtime entities. FLAGS also distinguishes between crisp goals, whose satisfaction is boolean, and fuzzy goals, whose satisfaction is represented through fuzzy constraints. Adaptation countermeasures are triggered by violated goals and the goal model is modified accordingly to maintain a coherent view of the system and enforce adaptation directives on the running system. The main elements of the approach are demonstrated through an example application.
IEEE;2003;Acquiring and incorporating state-dependent timing requirements;;Some real-time systems are designed to deliver services to objects that are controlled by external sources. Their services must be delivered on a timely basis, and the system fails when some services are delivered too late. Such a system may fail if the timing requirements, which it is designed to meet are erroneous. It may under-utilize resources and, consequently, be costly or unreliable if the requirements are too stringent. In general, the timing requirements of the system may change when the states of the objects monitored by the system change. Hence, one must identify how changes in object states call for changes in system requirements and how these changes should be incorporated in the design and implementation of the system. We first describe a methodology to determine timing requirements and to take into account of requirement changes at runtime. The method is based on several timing requirement determination schemes. Simulation data show that these schemes are effective for applications such as mobile IP hand-offs. We then discuss how to incorporate this methodology in the design of such systems and in the development process.
IEEE;2012;Transparent structural online test for reconfigurable systems;FPGA,,Online Test,,Reconfigurable Architectures;FPGA-based reconfigurable systems allow the online adaptation to dynamically changing runtime requirements. However, the reliability of modern FPGAs is threatened by latent defects and aging effects. Hence, it is mandatory to ensure the reliable operation of the FPGA's reconfigurable fabric. This can be achieved by periodic or on-demand online testing. In this paper, a system-integrated, transparent structural online test method for runtime reconfigurable systems is proposed. The required tests are scheduled like functional workloads, and thorough optimizations of the test overhead reduce the performance impact. The proposed scheme has been implemented on a reconfigurable system. The results demonstrate that thorough testing of the reconfigurable fabric can be achieved at negligible performance impact on the application.
IEEE;2015;Requirements-Driven Self-Optimization of Composite Services Using Feedback Control;QoS,,earned business value,,process reconfiguration,,quality tradeoffs,,self-optimization,,service selection;In an uncertain and changing environment, a composite service needs to continuously optimize its business process and service selection through runtime adaptation. To achieve the overall satisfaction of stakeholder requirements, quality tradeoffs are needed to adapt the composite service in response to the changing environments. Existing approaches on service selection and composition, however, are mostly based on quality preferences and business processes decisions made statically at the design time. In this paper, we propose a requirements-driven self-optimization approach for composite services. It measures the quality of services (QoS), estimates the earned business value, and tunes the preference ranks through a feedback loop. The detection of unexpected earned business value triggers the proposed self-optimization process systematically. At the process level, a preference-based reasoner configures a requirements goal model according to the tuned preference ranks of QoS requirements, reconfiguring the business process according to its mappings from the goal configurations. At the service level, selection decisions are optimized by utilizing the tuned weights of QoS criteria. We used an experimental study to evaluate the proposed approach. Results indicate that the new approach outperforms both fixed-weighted and floating-weighted service selection approaches with respect to earned business value and adaptation flexibility.
IEEE;2012;DRF4SOA: A Dynamic Reconfigurable Framework for Designing Autonomic Application Based on SOA;Autonomic Computing,,Dynamic Reconfiguration,,Quality of Service,,Service Component Architecture,,Service Oriented Architecture;Service Oriented Architecture (SOA) allows modeling dynamic interaction between heterogeneous providers. Coupling with Service Component Architecture (SCA) enables governing the development of complex applications. The dynamic reconfiguration of such applications is a key feature, since it gives measures to ensure runtime adaptation in order to guarantee Quality of Service (QoS) and manage the performance. For instance, recovering a QoS degradation requires the identification of its sources and the capacity of reconfiguration planning and execution. This paper presents DRF4SOA, a Dynamic Reconfigurable Framework to design autonomic application based on SOA, that implements the autonomic control loop phases (Monitoring, Analysis, Planning, Execution) with SCA in order to provide flexibility to support evolving of itself and to include new non-functional requirements at runtime.
IEEE;2008;Engineering pluripotent information systems;;A pluripotent information system is an open and distributed information system that (i) automatically adapts at runtime to changing operating conditions, and (ii) satisfies both the requirements anticipated at development time, and those unanticipated before but relevant at runtime. Engineering pluripotency into an information system therefore responds to two recurring critical issues: (i) the need for adaptability given the uncertainty in a systempsilas operating environment, and (ii) the difficulty to fully anticipate and account for all possible stakeholderspsila requirements at development time and respond to the change of requirements at runtime. We draw on our grouppsilas research efforts over the last two years to show and discuss how pluripotency can be engineered into information systems.
IEEE;2000;Hierarchical error detection in a software implemented fault tolerance (SIFT) environment;;Proposes a hierarchical error detection framework for a software-implemented fault tolerance (SIFT) layer of a distributed system. A four-level error detection hierarchy is proposed in the context of Chameleon, a software environment for providing adaptive fault tolerance in an environment of commercial off-the-shelf (COTS) system components and software. The design and implementation of a software-based distributed signature monitoring scheme, which is central to the proposed four-level hierarchy, is described. Both intra-level and inter-level optimizations that minimize the overhead of detection and are capable of adapting to runtime requirements are proposed. The paper presents results from a prototype implementation of two levels of the error detection hierarchy and results of a detailed simulation of the overall environment. The results indicate a substantial increase in availability due to the detection framework and help in understanding the tradeoffs between overhead and coverage for different combinations of techniques
IEEE;2015;On the Efficiency of Nature-Inspired Algorithms for Generation of Fault-Tolerant Graphs;;In this study several algorithms for the generation of inexpensive and fault-tolerant graphs are evaluated with respect to the quality of the found graphs and to the runtime requirements. A special focus lies on the properties of the algorithm that basically is a simulation of the foraging of the slime mold Physarum polycephalum, since in many other works the deployment of this algorithm does not go beyond the conclusion, that the algorithm is capable to generate a graph, while quality of the graph and runtime requirements of the algorithm are not reported. Our results show that the slime mold algorithm has some interesting features, however it is not the best means to construct highly efficient graphs out of large sets of nodes.
IEEE;2003;On the advantages of approximate vs. complete verification: bigger models, faster, less memory, usually accurate;;We have been exploring LURCH, an approximate (not necessarily complete) alternative to traditional model checking based on a randomized search algorithm. Randomized algorithms like LURCH have been known to outperform their deterministic counterparts for search problems representing a wide range of applications. The cost of an approximate strategy is the potential for inaccuracy. If complete algorithms terminate, they find all the features they are searching for. On the other hand, by its very nature, randomized search can miss important features. Our experiments suggest that this inaccuracy problem is not too serious. In the case studies presented here and elsewhere, LURCHS random search usually found the correct results. Also, these case studies strongly suggest that LURCH can scale to much larger models than standard model checkers like NuSMV and SPIN. The two case studies presented in this paper are selected for their simplicity and their complexity. The simple problem of the dining philosophers has been widely studied. By making the dinner more crowded, we can compare the memory and runtimes of standard methods (SPIN) and LURCH. When hundreds of philosophers sit down to eat, both LURCH and SPIN can find the deadlock case. However, SPINS memory and runtime requirements can grow exponentially while LURCHS requirements stay quite low. Success with highly symmetric, automatically generated problems says little about the generality of a technique. Hence, our second example is far more complex: a real-world flight guidance system from Rockwell Collins. Compared to NuSMV, LURCH performed very well on this model. Our random search finds the vast majority of faults (close to 90%),, runs much faster (seconds and minutes as opposed to hours),, and uses very little memory (single digits to 10s of megabytes as opposed to 10s to 100s of megabytes). The rest of this paper is structured as follows. We begin with a theoretical rationale for why random search methods like LURCH can be incomplete, yet still successful. Next, we note that for a class of problems, the complete search of standard model checkers can be overkill. LURCH is then briefly introduced and our two case studies are presented.
IEEE;2008;Improved bounds for a deterministic sublinear-time Sparse Fourier Algorithm;Algorithms,,Discrete Fourier transforms,,Fourier transforms,,Number theory,,Signal processing;This paper improves on the best-known runtime and measurement bounds for a recently proposed Deterministic sublinear-time Sparse Fourier Transform algorithm (hereafter called DSFT). In (Iwen, 2008 ), (Iwen, 2007), it is shown that DSFT can exactly reconstruct the Fourier transform (FT) of an N-bandwidth signal f, consisting of B Lt N non-zero frequencies, using O(B<sup>2</sup>ldrpolylog(N)) time and O(B<sup>2</sup> ldr polylog(N)) f-samples. DSFT works by taking advantage of natural aliasing phenomena to hash a frequency- sparse signal's FT information modulo O(B ldr polylog(N)) pairwise coprime numbers via O(B ldr polylog(N)) small Discrete Fourier Transforms. Number theoretic arguments then guarantee the original DFT frequencies/coefficients can be recovered via the Chinese Remainder Theorem. DSFT's usage of primes makes its runtime and signal sample requirements highly dependent on the sizes of sums and products of small primes. Our new bounds utilize analytic number theoretic techniques to generate improved (asymptotic) bounds for DSFT. As a result, we provide better bounds for the sampling complexity/number of low-rate analog-to-digital converters (ADCs) required to deterministically recover frequency-sparse wideband signals via DSFT in signal processing applications (Laska, 2006), (Kirolos et al., 2006).
IEEE;2006;Goal-Oriented Development of BDI Agents: The PRACTIONIST Approach;;The representation of goals and the ability to reason about them play an important role in goal-oriented requirements analysis and modelling techniques, especially in agent-oriented software engineering, as goals are more stable than other abstractions (e.g. user stories). In PRACTIONIST, a framework for developing agent systems according to the Belief-Desire-Intention (BDI) model, goals play a central role. Thus, in this paper we describe the structure of the goal model in the PRACTIONIST framework and how agents use their goal model to reason about goals, desires, and intentions during their deliberation process and means-ends reasoning as well as while performing their activities.
IEEE;2007;Pedestrian Navigation Systems: a Case Study of Deep Personalization;;Requirements Engineering (RE) focuses on obtaining the user goals and environmental constraints of a proposed system. In traditional RE, users are treated as a consumer-class: what holds for one member is assumed to hold for the rest. Personalization comes through providing options that a user can set at runtime to tailor features of the system to his or her personal preferences. In our work, we take up the personalization issue in more detail. In particular, we believe that some systems require a "deep personalization" that includes knowledge of an individual user's skills and limitations. In some cases, these skills and limitations might not be self-aware, i.e., a user cannot accurately self-reflect on his or her skills and weaknesses. In this paper, we will demonstrate the notion of deep personalization in the domain of personal navigation systems. We find this an interesting domain for several reasons: (1) There is a domain theory of navigation skills that draws from both Cartography and Psychology. (2) There are individual differences in navigation skills. (3) An individual user may not be self-aware of his or her skills. (4) If a system is delivered that does not match the skills of the user, it may be less than effective, and at worst, abandoned.
IEEE;2007;High Performance Database Searching with HMMer on FPGAs;;Profile hidden Markov models (profile HMMs) are used as a popular bioinformatics tool for sensitive database searching, e.g. a set of not annotated protein sequences is compared to a database of profile HMMs to detect functional similarities. HMMer is a commonly used package for profile HMM-based methods. However, searching large databases with HMMer suffers from long runtimes on traditional computer architectures. These runtime requirements are likely to become even more severe due to the rapid growth in size of both sequence and model databases. In this paper, we present a new reconfigurable architecture to accelerate HMMer database searching. It is described how this leads to significant runtime savings on off-the-shelf field-programmable gate arrays (FPGAs).
IEEE;2009;From Requirements to Embedded Software - Formalising the Key Steps;;Failure of a design to satisfy a system's requirements can result in schedule and cost overruns. When using current approaches, ensuring requirements are satisfied is often delayed until late in the development process during a cycle of testing and debugging. This paper introduces a more rigorous approach to design using Behavior Engineering, which has previously been applied primarily to requirements analysis and specification development. To support design with Behavior Engineering we introduce the embedded Behavior Runtime Environment, a virtual machine created to execute a Behavior Engineering design on an embedded system. The result is a model-driven development approach that can create embedded system software that satisfies its requirements, as a result of applying the development process.
IEEE;2005;Dynamic preemption threshold scheduling for specific real-time control systems;;Application specific operating systems (ASOS) are developing quickly as a new trend in real-time control systems development. It often belongs to system on chip. The scheduling for ASOS should satisfy two basic demands (a) context switching overheads are not significant,, (b) the scheduling should use small amount of RAM memory. According to characteristics of ASOS, we present a novel scheduling algorithm, named dynamic preemption threshold (DPT) scheduling, which integrates preemption threshold scheduling into the EDF (earliest deadline first). The scheduling can achieve greater processor utilization, theoretically even up to all of a processor capacity. Meanwhile, the preemption times between tasks can be effectively decreased using DPT scheduling by two ways: 1) threads allocating,, 2) dynamic thresholds regularly adjusting at runtime. With the reduction of task preemptions, memory requirements are also decreased. In addition, the DPT gives an approach to transform a static model to dynamic model seamlessly. The DPT algorithm can perfectly schedule a mixed task set with preemptive and non-preemptive tasks, and subsumes both as special cases. Thus it remains the scheduling flexibility and also decreases unnecessary context switching and memory requirements at runtime.
IEEE;2005;Monitoring with behavior view diagrams for debugging;;UML sequence diagrams are widely used during requirements analysis and design for specifying the expected message exchanges among a set of objects in various scenarios for the program to perform a certain task. In this paper, we present the behavior view diagrams, a type of extended sequence diagrams, to facilitate execution monitoring during debugging. Using a behavior view diagram, software developers can precisely specify the runtime objects whose behaviors will be monitored during debugging. Software developers can also specify the important message exchanges to be observed among these objects during the progress of various scenarios, and may further define the monitoring actions to be performed for inspecting the program state when a message exchange is observed. We also present a debugger that can automatically monitor the program execution using the information specified in a behavior view diagram. Through this monitoring, the debugger can not only check whether the scenarios are progressed as intended, but also check whether the actions performed by the program have the the desired effects on the program states. Therefore, it will be useful for detecting and localizing bugs.
IEEE;2014;Rationalism with a dose of empiricism: Case-based reasoning for requirements-driven self-adaptation;;Requirements-driven approaches provide an effective mechanism for self-adaptive systems by reasoning over their runtime requirements models to make adaptation decisions. However, such approaches usually assume that the relations among alternative behaviours, environmental parameters and requirements are clearly understood, which is often simply not true. Moreover, they do not consider the influence of the current behaviour of an executing system on adaptation decisions. In this paper, we propose an improved requirements-driven self-adaptation approach that combines goal reasoning and case-based reasoning. In the approach, past experiences of successful adaptations are retained as adaptation cases, which are described by not only requirements violations and contexts, but also currently deployed behaviours. The approach does not depend on a set of original adaptation cases, but employs goal reasoning to provide adaptation solutions when no similar cases are available. And case-based reasoning is used to provide more precise adaptation decisions that better reflect the complex relations among requirements violations, contexts, and current behaviours by utilizing past experiences. Our experimental study with an online shopping benchmark shows that our approach outperforms both requirements-driven approach and case-based reasoning approach in terms of adaptation effectiveness and overall quality of the system.
IEEE;2004;Goal and scenario driven product line development;;Product line development has proven a successful approach to achieve strategic and large-grained reuse and hence time-to-market and productivity. A key to successful software product lines is to identify and analyze the right functionality for reusable implementation, and thus perform detailed requirements analysis for product lines to exploit commonality and variability (C&V) within a family of related systems. In this paper, we describe the goal and scenario driven approach for developing software product lines, which elicits product line requirements and analyzes C&V in products of a product line, as well as supports developing a particular product in the product line. We also discuss our ultimate goal that is to develop a dynamic software product line, which can produce new products at runtime by dynamic reconfiguration of the product line based on goals and scenarios.
IEEE;2013;Using goals and customizable services to improve adaptability of process-based service compositions;;When implementing (semi-)automatic business processes with services, engineers are facing two sources of variability. One source of variability are alternative refinements and decompositions of requirements. The other source of variability is that various (combinations of) services can be used to satisfy the same requirements. We suggest a method based on the use of a goal model and customizable services able to exploit these variabilities to design executable business process. This method improves the adaptability of the business process at runtime. We illustrate the contribution of our method with an example.
IEEE;2006;Using product line techniques to build adaptive systems;;Adaptive systems are able to adapt their properties and resource requirements at runtime in response to dynamically varying user needs and resource constraints. With the emergence of mobile and service oriented computing, such variation is becoming increasingly common, and the need for adaptivity is increasing accordingly. Software product line engineering has proved itself as an efficient way to deal with varying user needs and resource constraints. In this paper we present an approach to building adaptive systems based on product line oriented techniques such as variability modeling and component based architectures. By representing the product line architecture at runtime, we are able to delegate much of the complexity of adaptation to a reusable adaptation platform. To validate our approach we have built a prototype adaptation platform and developed a few pilot applications exploiting the platform to achieve adaptivity
IEEE;2012;OTERA: Online test strategies for reliable reconfigurable architectures — Invited paper for the AHS-2012 special session “Dependability by reconfigurable hardware”;;FPGA-based reconfigurable systems allow the online adaptation to dynamically changing runtime requirements. However, the reliability of FPGAs, which are manufactured in latest technologies, is threatened not only by soft errors, but also by aging effects and latent defects. To ensure reliable reconfiguration, it is mandatory to guarantee the correct operation of the underlying reconfigurable fabric. This can be achieved by periodic or on-demand online testing. The OTERA project develops and evaluates components and strategies for reconfigurable systems that feature reliable reconfiguration. The research focus ranges from structural online tests for the FPGA infrastructure and functional online tests for the configured functionality up to the resource management and test scheduling. This paper gives an overview of the project tasks and presents first results.
IEEE;1998;A sequential detailed router for huge grid graphs;;Sequential routing algorithms using maze-running are very suitable for general over-the-cell-routing but suffer often from the high memory or runtime requirements of the underlying path search routine. A new algorithm for this subproblem is presented that computes shortest paths in a rectangular grid with respect to euclidean distance. It achieves performance and memory requirements similar to fast line-search algorithms while still being optimal. An additional application for the computation of minimal rip-up sets is presented. Computational results are shown for a detailed router based on these algorithms that is used for the design of high performance CMOS processors at IBM
IEEE;2007;A Process Splitting Transformation For Kahn Process Networks;;This paper presents a process splitting transformation for Kahn process networks. Running applications written in this parallel program specification on a multiprocessor architecture does not guarantee that the runtime requirements are met. Therefore, it may be necessary to further analyze and optimize Kahn process networks. This paper presents a four-step transformation that result in a functionally equivalent process network, but with a changed and optimized network structure. The class of networks that can be handled is not restricted to static networks. The novelty of this approach is that it can also handle processes with dynamic program statements. The authors illustrate the transformation prototyped in GCC for a JPEG decoder, showing a 21% performance improvements
IEEE;2004;A configurable XForms implementation;;XForms is a new language for defining dynamic forms and user interfaces for the World Wide Web. In order to take advantage of the user interaction related features in the language, a client side processor is needed. This paper describes a configurable open source software implementation of XForms. The main goal of the implementation is to conform to the World Wide Web Consortium's XForms Recommendation. The other goals are external to the XForms specification and are related to the portability and configurability of the processor. The important questions are related to implementing an XForms processor for diverse environments, and the integration of XForms and other XML languages with different layout models. In the paper, more detailed requirements are gathered from these goals. Also, the design and implementation are presented in detail, in order to give insight to the more difficult and nonobvious parts of the software. The results of the paper cover the runtime requirements of the XForms processor.
IEEE;2007;A Fault Detection Mechanism for Fault-Tolerant SOA-Based Applications;Artificial neural network,,Fault detection,,Performance requirement,,Probability change point analysis,,Soa;Fault tolerance is an important capability for SOA-based applications, since it ensures the dynamic composition of services and improves the dependability of SOA-based applications. Fault detection is the first step of fault detection, so this paper focuses on fault detection, and puts forward a fault detection mechanism, which is based on the theories of artificial neural network and probability change point analysis rather than static service description, to detect the services that fail to satisfy performance requirements at runtime. This paper also gives reference model of fault-tolerance control center of enterprise services bus.
IEEE;2010;A Map-Reduce System with an Alternate API for Multi-core Environments;Data-intensive computing,,Map-Reduce,,Middleware,,Multi-Core Architectures;Map-reduce framework has received a significant attention and is being used for programming both large-scale clusters and multi-core systems. While the high productivity aspect of map-reduce has been well accepted, it is not clear if the API results in efficient implementations for different subclasses of data-intensive applications. In this paper, we present a system MATE (Map-reduce with an Alternate API), that provides a high-level, but distinct API. Particularly, our API includes a programmer-managed reduction object, which results in lower memory requirements at runtime for many data-intensive applications. MATE implements this API on top of the Phoenix system, a multi-core map-reduce implementation from Stanford. We evaluate our system using three data mining applications, and compare its performance to that of both Phoenix and Hadoop. Our results show that for all the three applications, MATE outperforms Phoenix and Hadoop. Despite achieving good scalability, MATE also maintains the easy-to-use API of map-reduce. Overall, we argue that, our approach, which is based on the generalized reduction structure, provides an alternate high-level API, leading to more efficient and scalable implementations.
IEEE;2012;Identifying Test Requirements by Analyzing SLA Guarantee Terms;Service Level Agreements,,Service Monitoring,,Software Testing,,Test Requirements;Service Level Agreements (SLAs) are used to specify the negotiated conditions between the provider and the consumer of services. In this paper we present a stepwise method to identify and categorize a set of test requirements that represent the potential situations that can be exercised regarding the specification of each isolated guarantee term of an SLA. This identification is addressed by means of devising a set of coverage levels that allow grading the thoroughness of the tests. The utilization of these test requirements would focus on twofold objectives: (1) the generation of a test suite that allows exercising the situations described in the test requirements and (2) the support for the derivation of a monitoring plan that checks the compliance of these requirements at runtime. The approach is illustrated over an eHealth case study.
IEEE;2009;Frequent itemsets hiding: A performance evaluation framework;;Sensitive knowledge hiding is an essential requirement to prevent disclosure of any sensitive knowledge holding in shared databases. The security of a database may be risked when it is made public as is: because the data mining tools are so sophisticated that the sensitive knowledge can easily be surfaced by receivers. This gives rise to a sanitization process which transforms the original database into another database, the released one, which does not hold the sensitive knowledge but can substitute the original otherwise. In case the sensitive knowledge is of the form frequent itemsets, the resulting concrete problem is called frequent itemsets hiding. A number of algorithms, exploiting different approaches and techniques, for frequent itemsets hiding problem is proposed in the literature. Since finding optimal solutions is NP-Hard, algorithms resort to certain heuristics having different levels of sophistication, complexity, efficiency and effectiveness. This paper presents an evaluation framework which implements recent algorithms belonging to different approaches and a set of metrics to gauge the performance and problem difficulties. The current work also presents an experimental study and its results where four algorithms and seven datasets are involved. Our results indicate that data distortion levels and runtime requirements are quite high, especially for difficult problem instances. Our conclusion is that there are new rooms for more sophisticated and tuneable (w.r.t. effectiveness/efficiency tradeoff) algorithms.
IEEE;1994;FDTD-Simulation of Waveguide Junctions Using a New Boundary Condition for Rectangular Waveguides;;A new (under practical circumstances ideal) absorbing boundary condition (ABC) to terminate homogenous waveguides for use with the FDTD method is presented. The ABC uses a numerical Green's function to achieve a reflection error of the same order of magnitude as the precision of the used floating point type. The use and implementation of this waveguide termination is straight forward and the storage and runtime requirements are small compared to the overall requirements for FDTD simulations. The FDTD method incorporating the new ABC was applied to true three dimensional waveguide junctions. The obtained results show good agreement with previously published results.
IEEE;2001;Semantic models for knowledge management;;We explore the use of a semantic model to support a group of strategic business analysts in their daily work. In particular, we present a set of modeling constructs for representing goals, events and actors that are relevant to the work of analysts. We also describe a qualitative goal analysis procedure which makes it possible to reason about a goal model under different assumptions. The paper also reports on an incremental document classification scheme that can be used to classify relevant documents with respect to the concepts constituting the semantic model.
IEEE;2010;Template based SOA framework for dynamic and adaptive composition of web services;SOA,,Web service,,context,,dynamic composition;Automated Web service composition is currently one of the major research problems in the area of service oriented computing. Web services facilitate seamless business-to-business integration. Whenever it becomes difficult to find a single service for a particular task, a composition of services that can together perform the given task, is required. In general, this is accomplished using Service Oriented Architecture (SOA). However, the requirements of the users are frozen before the system locates, composes and executes the required services. The response is not personalized to the user environment. Further, conventional web services cannot handle the context and the context aware web services need to contain the context processing logic. Hence, we propose a framework for dynamic composition of Web services using templates in SOA. This framework allows maximum flexibility for the users to change their requirements at runtime and provides adaptive composition irrespective of whether a web service is context enabled or not.
