640;2010;"Engineering Village, SCOPUS, Springer, Web of Science";"RELAX: a language to address uncertainty in self-adaptive systems requirement"
641;2009;"Engineering Village, IEEE, SCOPUS";"RELAX: Incorporating Uncertainty into the Specification of Self-Adaptive Systems"
642;2012;"ACMDL, Engineering Village, SCOPUS";"Relaxing claims: Coping with uncertainty while evaluating assumptions at run time"
643;2005;"SCOPUS";"Remote control and monitoring of an underground robotic drilling equipment for landfill remediation"
644;2005;"ACMDL";"ReQuEst: Requirements-driven quality estimator"
645;2014;"SCOPUS";"Requirement analysis and metric development for public participatory GIS"
646;2011;"SCOPUS";"Requirement analysis in agile software development of distributed systems"
647;2011;"SCOPUS";"Requirement analysis of ubiquitous intelligence system for personal diet formulation and maintenance"
648;2006;"SCOPUS";"Requirement change management process models: Activities, artifacts and roles"
649;2006;"Engineering Village, SCOPUS";"Requirement error abstraction and classification: An empirical study"
650;2002;"Engineering Village";"Requirement specifications for an enterprise level collaborative, data collection, quality management and manufacturing tool for an EMS provider"
651;2004;"Engineering Village, SCOPUS, Web of Science";"Requirements analysis and a design of computational environment for HSE (human-sensibility ergonomics) simulator"
652;2010;"Engineering Village, IEEE, SCOPUS";"Requirements analysis for a traceability system for management wood supply chain on Amazon Forest"
653;2011;"IEEE";"Requirements Analysis for Run-Time Service Compositions"
654;1996;"IEEE";"Requirements analysis from multiple perspectives: experiences with conceptual modeling technology"
655;2009;"IEEE";"Requirements Analysis of Real-Time Systems by Rational-Rose UML"
656;2013;"Engineering Village, SCOPUS";"Requirements and architectures for adaptive systems"
657;2008;"Engineering Village, IEEE, SCOPUS";"Requirements Capture with RCAT"
658;2007;"Engineering Village, SCOPUS";"Requirements change management process models: An evaluation"
659;2000;"IEEE";"Requirements documentation: why a formal basis is essential"
660;2009;"IEEE";"Requirements Elicitation in a Telemedicine Pain-treatment Trial"
661;2000;"Engineering Village";"Requirements engineering and management: The key to designing quality complex systems"
662;2014;"ACMDL";"Requirements engineering approach for real-time and embedded systems: a case study of android-based smart phone devices"
663;2009;"Engineering Village, SCOPUS";"Requirements engineering based on business process models: A case study"
664;2010;"Engineering Village, IEEE, SCOPUS";"Requirements Engineering for Adaptive Service Based Applications"
665;2008;"ACMDL";"Requirements engineering for home care technology"
666;2000;"ACMDL";"Requirements engineering for product families"
667;2011;"Engineering Village, SCOPUS";"Requirements engineering for self-adaptive systems: Core ontology and problem statement"
668;2008;"Engineering Village, SCOPUS";"Requirements engineering for software in emerging markets"
669;2000;"ACMDL";"Requirements engineering in the year 00: a research perspective"
670;2014;"IEEE";"Requirements Engineering process for Software-as-a-Service (SaaS) cloud environment"
671;2009;"Engineering Village, SCOPUS, Web of Science";"Requirements Evolution and What (Research) to Do about It"
672;2011;"Engineering Village, SCOPUS, Web of Science";"Requirements Evolution: From Assumptions to Reality"
673;2003;"ACMDL";"Requirements interaction management"
674;2001;"IEEE";"Requirements modeling for organization networks: a (dis)trust-based approach"
675;2011;"IEEE, SCOPUS";"Requirements models at run-time to support consistent system evolutions"
676;2013;"Web of Science";"Requirements Models for Design- and Runtime A Position Paper"
677;2013;"ACMDL, Engineering Village, IEEE, SCOPUS";"Requirements models for design- and runtime: A position paper"
678;2012;"Engineering Village, SCOPUS";"Requirements monitoring for adaptive service-based applications"
679;1995;"Engineering Village, SCOPUS";"Requirements monitoring in distributed environments"
680;1995;"IEEE";"Requirements monitoring in dynamic environments"
681;2006;"Engineering Village";"Requirements of quality of service in wireless sensor network"
682;2010;"ACMDL, Engineering Village, IEEE, SCOPUS";"Requirements reflection: requirements as runtime entities"
683;2001;"Engineering Village";"Requirements specification for health monitoring systems capable of resolving flight control system faults"
684;2009;"Engineering Village, SCOPUS";"Requirements tracing to support change in dynamically adaptive systems"
685;2005;"IEEE";"Requirements uncertainty: influencing factors and concrete improvements"
686;2007;"Engineering Village";"Requirements validation testing on the 7 optical fiber array connector/cable assemblies for the lunar reconnaissance orbiter (LRO)"
687;2010;"Engineering Village, IEEE, SCOPUS";"Requirements-Aware Systems: A Research Agenda for RE for Self-adaptive Systems"
688;2001;"Engineering Village, IEEE, SCOPUS";"Requirements-based dynamic metrics in object-oriented systems"
689;2011;"IEEE";"Requirements-driven adaptation: Compliance, context, uncertainty, and systems"
690;2013;"IEEE";"Requirements-driven adaptive digital forensics"
691;2012;"Engineering Village, IEEE, SCOPUS";"Requirements-driven adaptive security: Protecting variable assets at runtime"
692;2007;"Engineering Village, SCOPUS, Web of Science";"Requirements-driven design and configuration management of business processes"
693;2006;"ACMDL, Engineering Village, SCOPUS";"Requirements-driven design of autonomic application software"
694;2012;"Engineering Village, SCOPUS";"Requirements-driven qualitative adaptation"
695;2015;"Engineering Village, IEEE, SCOPUS, Web of Science";"Requirements-Driven Self-Optimization of Composite Services Using Feedback Control"
696;2014;"Engineering Village, SCOPUS";"Requirements-driven social adaptation: Expert survey"
697;2013;"Engineering Village, SCOPUS, Springer";"Requirements-driven software evolution"
698;2007;"ACMDL";"Research Directions in Requirements Engineering"
699;2010;"SCOPUS";"Research of GIS based comprehensive monitoring technology for wind farms"
700;2014;"IEEE";"Research of performance test technology for big data applications"
701;2013;"Engineering Village";"Research on intelligent monitoring system of Fangcheng Port's bulk cargo ship unloader"
702;2010;"SCOPUS";"Research on monitoring quality of 3G streaming media service"
703;2014;"SCOPUS";"Research on teaching evaluation system modeling based on UML"
704;2001;"Engineering Village, IEEE, SCOPUS";"Residual requirements and architectural residues"
705;1999;"Engineering Village, SCOPUS";"Residual test coverage monitoring"
706;2008;"ACMDL";"RGPS: a unified requirements meta-modeling frame for networked software"
707;2010;"Engineering Village, IEEE, SCOPUS";"Risk-based Confidentiality Requirements Specification for Outsourced IT Systems"
708;1993;"Engineering Village";"Risk-based requirements analysis: A holistic approach to aerospace system condition monitoring"
709;2014;"Engineering Village, SCOPUS, Web of Science";"Robotics and artificial intelligence: A perspective on deliberation functions"
710;2010;"Engineering Village, SCOPUS";"Round tripping in component based software development"
711;2011;"ACMDL";"Rule-based context-aware adaptation using a goal-oriented ontology"
712;2012;"Engineering Village, IEEE, SCOPUS";"Run-time model evaluation for requirements model-driven self-adaptation"
713;2005;"Engineering Village";"Run-time monitoring of requirements for systems composed of Web-services: Initial implementation and evaluation experience"
714;2010;"Engineering Village, IEEE, SCOPUS";"Run-time monitoring of system performance: A goal-oriented and system architecture simulation approach"
715;2011;"Engineering Village, IEEE, SCOPUS, Web of Science";"Run-time resolution of uncertainty"
716;2010;"SCOPUS";"Runtime adaptability through automated model evolution"
717;2013;"Engineering Village, IEEE, SCOPUS";"Runtime goal models: Keynote"
718;2011;"ACMDL, Engineering Village, SCOPUS";"Runtime models for automatic reorganization of multi-robot systems"
719;2009;"Engineering Village, IEEE, SCOPUS";"Runtime monitoring of cross-cutting policy"
720;2007;"Engineering Village, SCOPUS";"Runtime service discovery and reconfiguration using OWL-S based semantic web service"
721;2007;"Engineering Village, SCOPUS";"Runtime verification and monitoring of embedded systems"
722;2009;"ACMDL, Engineering Village, SCOPUS";"RUP-based process model for security requirements engineering in value-added service development"
723;2009;"ACMDL";"Rôle of domain engineering in software development—why current requirements engineering is flawed !"
724;2014;"Springer";"SAT based enforcement of domotic effects in smart environments"
725;2013;"Engineering Village";"Satisficing-based approach to resolve feature interactions in control systems"
726;2011;"Web of Science";"Satisfying User Needs at the Right Time and in the Right Mice: A Research Preview"
727;2011;"Engineering Village, SCOPUS";"Satisfying user needs at the right time and in the right place: A research preview"
728;2007;"Engineering Village, SCOPUS";"SBPM 2007 - Proceedings of the Workshop on Semantic Business Process and Product Lifecycle Management, Held in Conjunction with the 3rd European Semantic Web Conference, ESWC 2007"
729;2011;"IEEE";"Scenario-Based Specification of Automotive Requirements With Quantitative Constraints and Synthesis of SL/SF Monitors"
730;2012;"Engineering Village, SCOPUS";"Scenario-driven development of context-aware adaptive web services"
731;2005;"ACMDL";"Scheduling and memory requirements analysis with AADL"
732;2007;"IEEE";"Secure and dependable patterns in organizations: an empirical approach"
733;2007;"Engineering Village, SCOPUS";"Secure service orchestration"
734;2008;"Engineering Village, IEEE, SCOPUS, Web of Science";"Secure Workflow Development from Early Requirements Analysis"
735;2012;"SCOPUS";"SecuriTAS: A tool for engineering adaptive security"
736;2013;"SCOPUS";"Security requirement of end point security software"
737;2011;"Engineering Village, IEEE, SCOPUS";"Security Requirements Analysis, Specification, Prioritization and Policy Development in Cyber-Physical Systems"
738;2012;"Engineering Village, SCOPUS";"Security threats and security policy in wireless sensor networks"
739;2006;"Engineering Village";"Selective code/data migration for reducing communication energy in embedded MpSoC architectures"
740;2014;"ACMDL";"Self-adaptation through incremental generative model transformations at runtime"
741;2013;"Engineering Village, SCOPUS";"Self-adaptive systems requirements modelling: Four related approaches comparison"
742;2014;"SCOPUS";"Self-explanation in adaptive systems based on runtime goal-based models"
743;2009;"Engineering Village, IEEE, SCOPUS, Web of Science";"Self-Repair through Reconfiguration: A Requirements Engineering Approach"
744;2012;"Engineering Village, SCOPUS, ScienceDirect, Web of Science";"Self-tuning of software systems through dynamic quality tradeoff and value-based feedback control loop"
745;2010;"Engineering Village, IEEE, SCOPUS";"Self-Tuning of Software Systems Through Goal-based Feedback Loop Control"
746;2001;"IEEE";"Semantic models for knowledge management"
747;2014;"Engineering Village, IEEE, SCOPUS";"Semantic requirements analysis for the Integrated Earth Observation Sensor Web for the digital earth"
748;2009;"ACMDL";"Semantic vs. syntactic compositions in aspect-oriented requirements engineering: an empirical study"
749;2005;"Engineering Village";"Semi-supervised support vector machines for data classification with uncertainty"
750;2014;"Engineering Village, IEEE, SCOPUS";"Semiautomatic security requirements engineering and evolution using decision documentation, heuristics, and user monitoring"
751;2011;"ACMDL";"Separation of scattered concerns: a graph based approach for aspect mining"
752;2011;"SCOPUS";"Service level agreement parameter matching in cloud computing"
753;2007;"Engineering Village, SCOPUS, Web of Science";"Service level agreements: Web services and security Web Engineering, Proceedings"
754;2008;"IEEE";"Service-Centric Systems and Requirements Engineering"
755;2012;"Engineering Village, IEEE, SCOPUS, Web of Science";"Service-Driven Migrating of Enterprise Information Systems: A Case Study"
756;2006;"IEEE";"Servicing Your Requirements"
757;2007;"Engineering Village, SCOPUS";"Setting and evaluation of flexible points on software user interface"
758;2010;"Engineering Village, SCOPUS";"SIGAda 2010 - Proceedings of the 2010 ACM International Conference on Ada and Related Technologies"
759;2005;"IEEE";"Signal processing for estimating energy expenditure of elite athletes using triaxial accelerometers"
760;2002;"Engineering Village";"SIMOO-RT - An object-oriented framework for the development of real-time industrial automation systems"
761;2002;"IEEE";"SIMOO-RT-an object-oriented framework for the development of real-time industrial automation systems"
762;2009;"Engineering Village, IEEE, SCOPUS, Web of Science";"Situ: A Situation-Theoretic Approach to Context-Aware Service Evolution"
763;2007;"Engineering Village, SCOPUS";"Smart distribution of bio-signal processing tasks in M-health"
764;2011;"Engineering Village, SCOPUS, Web of Science";"Smart Work Workbench"
765;2012;"SCOPUS";"Social media in the context of academic marketing: Case study: Evaluation of the umwelt-campus campaign"
766;2011;"Engineering Village, SCOPUS";"Social sensing: When users become monitors"
767;2011;"Engineering Village, IEEE, SCOPUS";"Social Software Product Lines"
768;2011;"IEEE";"Social threats and the new challenges for Requirements Engineering"
769;2013;"IEEE";"Socially-Augmented Software: Empowering Software Operation Through Social Contacts"
770;2014;"Engineering Village, SCOPUS";"SOFSEM 2014: Theory and Practice of Computer Science - 40th International Conference on Current Trends in Theory and Practice of Computer Science, Proceedings"
771;2014;"ACMDL";"Softgoal-based plan selection in model-driven BDI agents"
772;2010;"Engineering Village, IEEE, SCOPUS";"Software architecture for the ECU of automated manual transmission"
773;2014;"Engineering Village, SCOPUS";"Software evaluation via users' feedback at runtime"
774;2012;"IEEE";"Software Product Line Engineering for Developing Self-Adaptive Systems: Towards the Domain Requirements"
775;2011;"Engineering Village, IEEE, SCOPUS";"Software requirements change taxonomy: Evaluation by case study"
776;1978;"IEEE";"Software Requirements Engineering Methodology (SREM) at the age of two"
777;1999;"Engineering Village";"Software reuse measure: Monitoring an enterprise-level model driven development process"
778;2009;"ACMDL, Engineering Village, SCOPUS";"Software self-reconfiguration: A BDI-based approach"
779;2006;"Engineering Village";"Software tool construction for deployment of JMX services in distributed testbeds"
780;1991;"Engineering Village, SCOPUS";"Space-based AFSCN augmentation system"
781;2009;"ScienceDirect";"Specifications for trueness and precision of a reference measurement system for serum/plasma 25-hydroxyvitamin D analysis"
782;2009;"Engineering Village, IEEE, SCOPUS";"Specifying and Monitoring Interactions and Commitments in Open Business Processes"
783;2007;"Engineering Village, IEEE, SCOPUS";"Specifying Monitoring and Switching Problems in Context"
784;2009;"Engineering Village, SCOPUS";"Specifying requirements for real-time systems"
785;1993;"Web of Science";"STATE-BASED MODEL CHECKING OF EVENT-DRIVEN SYSTEM REQUIREMENTS"
786;2012;"Engineering Village, IEEE, SCOPUS";"Stateful requirements monitoring for self-repairing socio-technical systems"
787;2004;"Engineering Village";"Strategies for handling the activity problem in runtime software evolution by reducing activity"
788;1998;"Engineering Village";"Strategy scorecards"
789;2011;"ACMDL";"Stream: a strategy for transition between requirements models and architectural models"
790;2005;"Engineering Village";"Structural rehabilitation of the Heart Lake tunnel"
791;2011;"Engineering Village, Web of Science";"Study of Goal-oriented Migrating Workflow System based on Mobile Computing Paradigm"
792;2009;"Engineering Village, IEEE, SCOPUS, Web of Science";"Study on China Digital Ocean Prototype System"
793;2013;"Engineering Village";"Studying system analysis for knowledge reasoning component-based"
794;2013;"Engineering Village, IEEE, SCOPUS, Web of Science";"Support for intention driven cloud government entitlement services"
795;2005;"Engineering Village, IEEE, SCOPUS";"Support vector machines for quality monitoring in a plastic injection molding process"
796;2005;"Web of Science";"Support vector machines for quality, monitoring in a plastic injection molding process"
797;2000;"Engineering Village, IEEE, SCOPUS";"Supporting and monitoring the creativity of IS personnel during the requirements engineering process"
798;2013;"Engineering Village, SCOPUS";"Supporting decision-making for self-adaptive systems: From goal models to dynamic decision networks"
799;2002;"Engineering Village, SCOPUS";"Supporting event based traceability through high-level recognition of change events"
800;2013;"IEEE";"Supporting Model-Driven Requirements Management in the Embedded Systems Domain"
801;2002;"Engineering Village, SCOPUS";"Supporting objects in run-time bytecode specialization"
802;2008;"IEEE";"Supporting Requirements Change Management in Goal Oriented Analysis"
803;2007;"ACMDL";"Switch or Struggle: Risk Assessment for Late Integration of COTS Components"
804;2010;"ACMDL";"Synthesis of live behaviour models"
805;2013;"SCOPUS";"Synthesis of observers for autonomic evolutionary systems from requirements models"
806;2010;"ACMDL";"SysML-based requirement modeling environment for multicore embedded system"
807;2011;"ACMDL";"System identification for adaptive software systems: a requirements engineering perspective"
808;2014;"IEEE";"System of systems capability to requirements engineering"
809;2014;"Engineering Village, SCOPUS";"System requirements for an advanced cockpit to reduce workload and stress"
810;2011;"Engineering Village, SCOPUS, Web of Science";"Systematic Development of UMLsec Design Models Based on Security Requirements"
811;2013;"IEEE";"Table of contents"
812;2014;"Engineering Village, SCOPUS";"Taking care of elderly people with chronic conditions using ambient assisted living technology: The ADVENT perspective"
813;2014;"Engineering Village, IEEE, SCOPUS";"Taking goal models downstream: A systematic roadmap"
814;2010;"Engineering Village, IEEE, SCOPUS";"Tarmac delay surveillance and mitigation system: Requirements analysis for NextGen"
815;2014;"SCOPUS";"Telemonitoring of patients with Parkinson's disease using inertia sensors"
816;2012;"ACMDL";"Testing highly complex system of systems: an industrial case study"
817;2014;"Engineering Village, SCOPUS, Web of Science";"The actor's view of automated planning and acting: A position paper"
818;2014;"ScienceDirect";"The actor_s view of automated planning and acting: A position paper"
819;2006;"Engineering Village, SCOPUS";"The application of B-bpline neurofuzzy networks for condition monitoring of metal cutting tool"
820;2005;"ACMDL";"The application of compile-time reflection to software fault tolerance using ada 95"
821;1992;"IEEE";"The ASPIRE approach to continuous software process improvement"
822;2007;"Engineering Village, SCOPUS";"The business process knowledge framework"
823;2014;"IEEE";"The business requirements and technical fabric for the Smart City"
824;2011;"ACMDL";"The Capture Calculus Toolset"
825;2008;"ACMDL";"The design and implementation of land-based target system for Korean destroyer combat systems"
826;2005;"SCOPUS";"The design of smart homes for people with dementia - User-interface aspects"
827;2014;"Engineering Village";"The design of the european ground systems - Common core (EGS-CC)"
828;2006;"Engineering Village";"The development, implementation and future of the AGS data formats for the transfer of geotechnical and geoenvironmental data by electronic means"
829;2015;"Engineering Village, SCOPUS";"The e-mobility case study"
830;2005;"Engineering Village, SCOPUS";"The Eclipse 3.0 platform: Adopting OSGi technology"
831;2009;"Engineering Village, SCOPUS, Web of Science";"The Explore of the Law Role in Software Requirements Engineering"
832;1997;"IEEE";"The integrated specification and analysis of functional, temporal, and resource requirements"
833;2001;"Engineering Village, SCOPUS";"The integration of virtual instruments into pipeline LPG network monitoring system"
834;2007;"Engineering Village, SCOPUS";"The interface of VISTO, a new vector image search tool"
835;2005;"Engineering Village, SCOPUS";"The MAIS approach to web service design"
836;1982;"ScienceDirect";"The Management of Neonatal Posterolateral Diaphragmatic Hernia"
837;2014;"ACMDL";"The many faces of operationalization in goal-oriented requirements engineering"
838;2012;"SCOPUS";"The multi-processor scheduling problem in phylogenetics"
839;2014;"Engineering Village, IEEE, SCOPUS";"The observer-based technique for requirements validation in embedded real-time systems"
840;1999;"IEEE";"The process of inconsistency management: a framework for understanding"
841;2014;"ACMDL, Engineering Village, SCOPUS";"The requirements problem for adaptive systems"
842;2012;"Engineering Village, SCOPUS";"The research of software requirements analysis of core needs"
843;2005;"IEEE, Web of Science";"The role of deferred requirements in a longitudinal study of emailing"
844;2005;"Engineering Village, SCOPUS";"The role of deferred requirements in a longitudinal study of entailing"
845;2007;"Engineering Village, SCOPUS";"The role of roles in supporting reconfigurability and fault localizations for open distributed and embedded systems"
846;2007;"ACMDL";"The role of the software practitioner in the development of public safety software-intensive systems"
847;1998;"ACMDL";"The Safety Requirements Engineering Dilemma"
848;2011;"ScienceDirect";"The Significance of Endoleaks in Thoracic Endovascular Aneurysm Repair"
849;1989;"IEEE";"The software engineering of adaptive human-computer interfaces"
850;2004;"Engineering Village";"The think aloud method: A guide to user interface design"
851;1994;"Springer";"The user modeling shell system BGP-MS"
852;2014;"IEEE";"The Weighted Decision Matrix: Tracking Design Decisions in Service Compositions"
853;2014;"ACMDL";"To connect or not to connect: experiences from modeling topological variability"
854;2012;"IEEE";"Tool support for combined rule-based and goal-based reasoning in Context-Aware systems"
855;2007;"ACMDL";"Tool Support for Inspecting the Code Quality of HPC Applications"
856;2013;"ACMDL";"Tool support for semantic task modeling"
857;2007;"ACMDL";"Toward a text classification system for the quality assessment of software requirements written in natural language"
858;2005;"Engineering Village, SCOPUS, Web of Science";"Toward improvement-oriented reuse of experience in engineering design processes"
859;2011;"IEEE";"Toward Inconsistency Awareness in Collaborative Software Development"
860;2010;"IEEE";"Towards a continuous requirements engineering framework for self-adaptive systems"
861;2011;"IEEE";"Towards a framework for describing cloud service characteristics for use by chief information officers"
862;2012;"Engineering Village, SCOPUS, Web of Science";"Towards a goal-driven approach to action selection in self-adaptive software"
863;2011;"ACMDL";"Towards a requirements-driven framework for detecting malicious behavior against software systems"
864;2009;"IEEE";"Towards a Unified Framework for Contextual Variability in Requirements"
865;2005;"Engineering Village, SCOPUS";"Towards a Universal Access code of practice in health telematics"
866;2011;"Engineering Village, SCOPUS";"Towards adaptive systems through requirements@runtime?"
867;2006;"IEEE";"Towards an Integrated Approach for Aspectual Requirements"
868;2001;"Engineering Village, SCOPUS";"Towards automatically configurable multimedia applications"
869;2007;"Engineering Village, SCOPUS";"Towards autonomic management of communications networks"
870;2009;"SCOPUS";"Towards development of Web applications based on User Interface Services - A requirement analysis"
871;2012;"Engineering Village, IEEE, SCOPUS";"Towards Dynamic Evolution of Self-Adaptive Systems Based on Dynamic Updating of Control Loops"
872;2007;"ACMDL";"Towards evolution of strategic IT requirements"
873;2014;"IEEE";"Towards feature-oriented requirements validation for automotive systems"
874;2008;"Engineering Village, SCOPUS, Web of Science";"Towards Goal-Driven Self Optimisation of Service Based Applications"
875;2014;"SCOPUS";"Towards monitoring cloud services using Models@run.time"
876;2008;"IEEE";"Towards Requirements Engineering in a Service-Oriented Environment--Extending the SOA Interaction Triangle"
877;2005;"ACMDL";"Towards requirements-driven autonomic systems design"
878;1998;"IEEE, Web of Science";"Towards reusable colored Petri nets"
879;2008;"IEEE";"Towards Seamless Adaptation: An Agent-Oriented Approach"
880;2007;"Engineering Village, SCOPUS";"Towards security monitoring patterns"
881;2010;"Engineering Village, IEEE, SCOPUS";"Towards Self-Managed Systems Aware of Economic Value"
882;2012;"SCOPUS";"Towards smart user interface design"
883;2001;"Engineering Village, SCOPUS";"Towards support for ad-hoc multimedia bindings"
884;2010;"ACMDL";"Towards the identification of Guilty performance antipatterns"
885;2007;"Engineering Village, SCOPUS";"Towards variability design as decision boundary placement"
886;2014;"IEEE";"Traceability-enabled refactoring for managing just-in-time requirements"
887;2005;"Engineering Village, SCOPUS";"Tracing cross-cutting requirements via context-based constraints"
888;2007;"ACMDL, Engineering Village, SCOPUS, Web of Science";"Trade-off between performance and energy consumption in Wireless Sensor Networks"
889;2006;"SCOPUS, ScienceDirect";"Transaction management for m-commerce at a mobile terminal"
890;1999;"Engineering Village";"Transarctic acoustic propagation experiment and climate monitoring in the Arctic"
891;2007;"Engineering Village";"Transitioning to the community: Bridging gaps in patient care"
892;2010;"ACMDL";"transML: a family of languages to model model transformations"
893;2011;"IEEE";"Trustworthy Path Discovery in MANET -- A Message Oriented Cross-Correlation Approach"
894;2004;"Engineering Village, SCOPUS";"Twelfth ACM SIGSOFT International Symposium on the Foundations of Software Engineering, SIGSOFT 2004/FSE-12"
895;2004;"Engineering Village";"Ultrasonography in follow-up of soft tissue augmentation of the face with synthetic materials: A pilot study"
896;2014;"Engineering Village, SCOPUS, Web of Science";"Uncertainty handling in goal-driven self-optimization - Limiting the negative effect on adaptation"
897;2014;"ScienceDirect";"Uncertainty handling in goal-driven self-optimization – Limiting the negative effect on adaptation"
898;2012;"Engineering Village, SCOPUS";"Uncertainty modeling of self-adaptive software requirement"
899;2014;"ACMDL";"Uncertainty, risk, and information value in software requirements and architecture"
900;2012;"IEEE";"Uncovering requirements using serious games"
901;1992;"IEEE";"Understanding operators' information needs for system design"
902;2000;"Engineering Village, SCOPUS";"Unified compiler framework for control and data speculation"
903;1998;"Engineering Village, SCOPUS";"Use case maps as architectural entities for complex systems"
904;2009;"IEEE";"Use Case to Source Code Traceability: The Developer Navigation View Point"
905;2010;"Engineering Village";"User requirement analysis for personalized cancer dietary planning and menu construction"
906;2006;"IEEE";"Using Aspects to Simplify iModels"
907;2005;"IEEE";"Using black-box persistent state manifest for dependency management in patching and upgrading J2EE based applications"
908;2012;"ACMDL";"Using complementary models-based approaches for representing and analysing ATM systems' variability"
909;2000;"IEEE";"Using databases to streamline Test Program Set development"
910;2002;"Engineering Village, SCOPUS";"Using execution trace data to improve distributed systems"
911;2013;"Engineering Village, IEEE, SCOPUS";"Using goals and customizable services to improve adaptability of process-based service compositions"
912;2002;"Engineering Village, SCOPUS";"Using indexed data structures for program specialization"
913;2007;"Engineering Village, SCOPUS";"Using Microcomponents and Design Patterns to Build Evolutionary Transaction Services"
914;2008;"Engineering Village";"Using process models for the design of service-oriented architectures: Methodology and E-commerce case study"
915;2005;"IEEE";"Using Rationale for Software Engineering Education"
916;2002;"Engineering Village, SCOPUS";"Using reflection as a mechanism for enforcing security policies on compiled code"
917;2012;"SCOPUS, ScienceDirect, Web of Science";"Using RELAX, SysML and KAOS for Ambient Systems Requirements Modeling"
918;2013;"SCOPUS";"Using requirements models at runtime: Potential and challenges [Usando Modelos de Requisitos em Tempo de Execução: Potencial e Desafios]"
919;2007;"Engineering Village, SCOPUS";"Using stakeholder-driven process performance measurement for monitoring the performance of a Scrum-based software development process"
920;2009;"IEEE";"Utilizing Rule Deviations in IT Ecosystems for Implicit Requirements Elicitation"
921;2008;"IEEE";"Utilizing security requirements engineering methods for operational security maintenance purposes"
922;2012;"SCOPUS, ScienceDirect, Web of Science";"Value models for engineering of complex sustainable systems"
923;2003;"ACMDL";"Value-based software engineering"
924;2007;"IEEE";"Visual Support In Automated Tracing"
925;1994;"SCOPUS, ScienceDirect, Web of Science";"Visualization of conceptual specifications"
926;2007;"Engineering Village, IEEE, SCOPUS";"Visualizing the Analysis of Dynamically Adaptive Systems Using i* and DSLs"
927;2011;"IEEE";"Vote casting device with VV-SV-PAT for elections with complicated ballot papers"
928;2014;"IEEE";"Weaving a carpet from log entries: A network security visualization built with co-creation"
929;2003;"IEEE";"Web agents for requirements consistency management"
930;2009;"Engineering Village";"Wetting and drying responses of gas diffusion layers and proton exchange membrane to current transients"
931;1997;"IEEE";"What's the use of requirements engineering?"
932;2008;"Engineering Village, SCOPUS";"When to adapt? Identification of problem domains for adaptive systems"
933;2009;"ACMDL";"When users become collaborators: towards continuous and context-aware user input"
934;2005;"IEEE";"Why context matters - and what can we do about it?"
935;2014;"IEEE";"Wireless communication in process control loop: Requirements analysis, industry practices and experimental evaluation"
936;2010;"Engineering Village, SCOPUS";"Wireless Sensor Networks for Structural Health Monitoring: Considerations for communication protocol design"
937;2007;"Engineering Village, SCOPUS";"Workflow automation for processing plasma fusion simulation data"
938;2008;"SCOPUS";"Workflow resource requirement modeling and analysis"
939;2006;"Engineering Village, SCOPUS";"WSCPC: An architecture using semantic web services for collaborative product commerce"
940;1973;"IEEE";"X-ray image intensifier systems"
941;2001;"IEEE";"XML-based method and tool for handling variant requirements in domain models"
